"","service_request_id","requested_datetime","neighborhoods_sffind_boundaries","url"
"2223",7067517,"2017-04-21T16:14:29Z","Showplace Square","http://mobile311.sfgov.org/reports/7067517/photos"
"2224",10671192,"2019-04-01T17:41:00Z","North Beach","http://mobile311.sfgov.org/reports/10671192/photos"
"2225",7067472,"2017-04-21T16:09:12Z","Castro","http://mobile311.sfgov.org/reports/7067472/photos"
"2226",7067156,"2017-04-21T15:01:36Z","Diamond Heights","http://mobile311.sfgov.org/reports/7067156/photos"
"2227",7067108,"2017-04-21T14:40:01Z","Duboce Triangle","http://mobile311.sfgov.org/reports/7067108/photos"
"2228",7067092,"2017-04-21T14:34:46Z","Castro","http://mobile311.sfgov.org/reports/7067092/photos"
"2229",7067085,"2017-04-21T14:31:23Z","Eureka Valley","http://mobile311.sfgov.org/reports/7067085/photos"
"2230",7066947,"2017-04-21T13:10:32Z","Mission","http://mobile311.sfgov.org/reports/7066947/photos"
"2231",7066342,"2017-04-21T00:30:01Z","Haight Ashbury","http://mobile311.sfgov.org/reports/7066342/photos"
"2232",7065820,"2017-04-20T22:22:19Z","Haight Ashbury","http://mobile311.sfgov.org/reports/7065820/photos"
"2233",7065447,"2017-04-20T20:51:23Z","Lower Haight","http://mobile311.sfgov.org/reports/7065447/photos"
"2234",7065309,"2017-04-20T20:14:53Z","South of Market","http://mobile311.sfgov.org/reports/7065309/photos"
"2235",7065303,"2017-04-20T20:13:59Z","Tenderloin","http://mobile311.sfgov.org/reports/7065303/photos"
"2236",7065290,"2017-04-20T20:10:34Z","Mission","http://mobile311.sfgov.org/reports/7065290/photos"
"2237",7064983,"2017-04-20T19:07:08Z","Chinatown","http://mobile311.sfgov.org/reports/7064983/photos"
"2238",7064450,"2017-04-20T17:37:50Z","Mission Dolores","http://mobile311.sfgov.org/reports/7064450/photos"
"2239",7064437,"2017-04-20T17:36:50Z","South of Market","http://mobile311.sfgov.org/reports/7064437/photos"
"2240",7064119,"2017-04-20T16:46:53Z","Portola","http://mobile311.sfgov.org/reports/7064119/photos"
"2241",7063924,"2017-04-20T16:16:51Z","South of Market","http://mobile311.sfgov.org/reports/7063924/photos"
"2242",7063593,"2017-04-20T15:13:38Z","Dolores Heights","http://mobile311.sfgov.org/reports/7063593/photos"
"2243",7063461,"2017-04-20T14:14:48Z","Mission","http://mobile311.sfgov.org/reports/7063461/photos"
"2244",7062893,"2017-04-20T01:56:34Z","Alamo Square","http://mobile311.sfgov.org/reports/7062893/photos"
"2245",7062838,"2017-04-20T01:30:04Z","Mission Bay","http://mobile311.sfgov.org/reports/7062838/photos"
"2246",7061539,"2017-04-19T20:49:43Z","South of Market","http://mobile311.sfgov.org/reports/7061539/photos"
"2247",7061354,"2017-04-19T20:06:49Z","Mission","http://mobile311.sfgov.org/reports/7061354/photos"
"2248",7061067,"2017-04-19T18:53:32Z","Bayview","http://mobile311.sfgov.org/reports/7061067/photos"
"2249",7060600,"2017-04-19T17:24:29Z","Tenderloin","http://mobile311.sfgov.org/reports/7060600/photos"
"2250",7060546,"2017-04-19T17:14:23Z","South of Market","http://mobile311.sfgov.org/reports/7060546/photos"
"2251",7060499,"2017-04-19T17:08:18Z","Tenderloin","http://mobile311.sfgov.org/reports/7060499/photos"
"2252",7060133,"2017-04-19T16:09:01Z","Chinatown","http://mobile311.sfgov.org/reports/7060133/photos"
"2253",7058444,"2017-04-18T22:59:22Z","Lower Haight","http://mobile311.sfgov.org/reports/7058444/photos"
"2254",7057997,"2017-04-18T21:52:42Z","Downtown / Union Square","http://mobile311.sfgov.org/reports/7057997/photos"
"2255",7057687,"2017-04-18T20:57:50Z","Mission","http://mobile311.sfgov.org/reports/7057687/photos"
"2256",7057285,"2017-04-18T19:38:50Z","Potrero Hill","http://mobile311.sfgov.org/reports/7057285/photos"
"2257",7057056,"2017-04-18T18:55:14Z","South of Market","http://mobile311.sfgov.org/reports/7057056/photos"
"2258",7056065,"2017-04-18T16:11:39Z","Outer Sunset","http://mobile311.sfgov.org/reports/7056065/photos"
"2259",7055764,"2017-04-18T15:21:37Z","Lower Nob Hill","http://mobile311.sfgov.org/reports/7055764/photos"
"2260",7055515,"2017-04-18T13:58:12Z","Mission","http://mobile311.sfgov.org/reports/7055515/photos"
"2261",7054324,"2017-04-17T22:55:14Z","Downtown / Union Square","http://mobile311.sfgov.org/reports/7054324/photos"
"2262",7053429,"2017-04-17T20:05:55Z","Mission","http://mobile311.sfgov.org/reports/7053429/photos"
"2263",7052423,"2017-04-17T17:11:07Z","Lower Nob Hill","http://mobile311.sfgov.org/reports/7052423/photos"
"2264",7051361,"2017-04-17T07:37:24Z","South Beach","http://mobile311.sfgov.org/reports/7051361/photos"
"2265",7051107,"2017-04-17T02:45:32Z","Mission Dolores","http://mobile311.sfgov.org/reports/7051107/photos"
"2266",7051104,"2017-04-17T02:43:37Z","Dolores Heights","http://mobile311.sfgov.org/reports/7051104/photos"
"2267",7050733,"2017-04-16T23:18:48Z","Mission","http://mobile311.sfgov.org/reports/7050733/photos"
"2268",7050715,"2017-04-16T23:10:40Z","Mission","http://mobile311.sfgov.org/reports/7050715/photos"
"2269",7050584,"2017-04-16T22:03:04Z","Produce Market","http://mobile311.sfgov.org/reports/7050584/photos"
"2270",7050014,"2017-04-16T15:50:17Z","Mission","http://mobile311.sfgov.org/reports/7050014/photos"
"2271",7049473,"2017-04-16T03:21:41Z","Potrero Hill","http://mobile311.sfgov.org/reports/7049473/photos"
"2272",7049099,"2017-04-16T00:31:59Z","Mission","http://mobile311.sfgov.org/reports/7049099/photos"
"2273",7048928,"2017-04-15T23:34:23Z","Lower Haight","http://mobile311.sfgov.org/reports/7048928/photos"
"2274",7048825,"2017-04-15T22:53:09Z","Bernal Heights","http://mobile311.sfgov.org/reports/7048825/photos"
"2275",7048488,"2017-04-15T21:00:33Z","South of Market","http://mobile311.sfgov.org/reports/7048488/photos"
"2276",7048271,"2017-04-15T19:36:47Z","Civic Center","http://mobile311.sfgov.org/reports/7048271/photos"
"2277",7047864,"2017-04-15T17:00:24Z","North Beach","http://mobile311.sfgov.org/reports/7047864/photos"
"2278",7047774,"2017-04-15T16:31:42Z","Mission","http://mobile311.sfgov.org/reports/7047774/photos"
"2279",7047584,"2017-04-15T14:52:08Z","Marina","http://mobile311.sfgov.org/reports/7047584/photos"
"2280",7046693,"2017-04-15T00:11:47Z","Mint Hill","http://mobile311.sfgov.org/reports/7046693/photos"
"2281",7046690,"2017-04-15T00:10:02Z","South of Market","http://mobile311.sfgov.org/reports/7046690/photos"
"2282",7046674,"2017-04-15T00:06:21Z","Inner Richmond","http://mobile311.sfgov.org/reports/7046674/photos"
"2283",7046128,"2017-04-14T22:02:25Z","Mission","http://mobile311.sfgov.org/reports/7046128/photos"
"2284",7045721,"2017-04-14T20:31:00Z","Parnassus Heights","http://mobile311.sfgov.org/reports/7045721/photos"
"2285",7044159,"2017-04-14T15:19:58Z","Bernal Heights","http://mobile311.sfgov.org/reports/7044159/photos"
"2286",7044143,"2017-04-14T15:17:06Z","Bernal Heights","http://mobile311.sfgov.org/reports/7044143/photos"
"2287",7044032,"2017-04-14T14:46:56Z","Duboce Triangle","http://mobile311.sfgov.org/reports/7044032/photos"
"2288",7043325,"2017-04-14T00:52:05Z","South of Market","http://mobile311.sfgov.org/reports/7043325/photos"
"2289",7043204,"2017-04-14T00:11:00Z","South of Market","http://mobile311.sfgov.org/reports/7043204/photos"
"2290",7043140,"2017-04-13T23:51:13Z","Financial District","http://mobile311.sfgov.org/reports/7043140/photos"
"2291",7042585,"2017-04-13T21:48:55Z","Marina","http://mobile311.sfgov.org/reports/7042585/photos"
"2292",7042298,"2017-04-13T20:47:11Z","South of Market","http://mobile311.sfgov.org/reports/7042298/photos"
"2293",7042100,"2017-04-13T20:06:58Z","South of Market","http://mobile311.sfgov.org/reports/7042100/photos"
"2294",7042023,"2017-04-13T19:47:30Z","Lower Nob Hill","http://mobile311.sfgov.org/reports/7042023/photos"
"2295",7041151,"2017-04-13T17:01:23Z","Ingleside","http://mobile311.sfgov.org/reports/7041151/photos"
"2296",7041149,"2017-04-13T17:01:04Z","Ingleside","http://mobile311.sfgov.org/reports/7041149/photos"
"2297",7039901,"2017-04-13T02:29:15Z","Bernal Heights","http://mobile311.sfgov.org/reports/7039901/photos"
"2298",7039875,"2017-04-13T02:16:18Z","Mission","http://mobile311.sfgov.org/reports/7039875/photos"
"2299",7039711,"2017-04-13T01:14:06Z","Mission","http://mobile311.sfgov.org/reports/7039711/photos"
"2300",7038482,"2017-04-12T20:59:07Z","Tenderloin","http://mobile311.sfgov.org/reports/7038482/photos"
"2301",7037374,"2017-04-12T17:37:39Z","South of Market","http://mobile311.sfgov.org/reports/7037374/photos"
"2302",7037367,"2017-04-12T17:36:22Z","Civic Center","http://mobile311.sfgov.org/reports/7037367/photos"
"2303",7036945,"2017-04-12T16:27:07Z","Chinatown","http://mobile311.sfgov.org/reports/7036945/photos"
"2304",7035783,"2017-04-12T01:29:37Z","South of Market","http://mobile311.sfgov.org/reports/7035783/photos"
"2305",7035491,"2017-04-11T23:58:48Z","Mission","http://mobile311.sfgov.org/reports/7035491/photos"
"2306",7034895,"2017-04-11T22:01:11Z","Apparel City","http://mobile311.sfgov.org/reports/7034895/photos"
"2307",7034892,"2017-04-11T22:00:22Z","Tenderloin","http://mobile311.sfgov.org/reports/7034892/photos"
"2308",7034395,"2017-04-11T20:25:18Z","Potrero Hill","http://mobile311.sfgov.org/reports/7034395/photos"
"2309",7034154,"2017-04-11T19:42:07Z","Mission","http://mobile311.sfgov.org/reports/7034154/photos"
"2310",7033662,"2017-04-11T18:16:50Z","South of Market","http://mobile311.sfgov.org/reports/7033662/photos"
"2311",7033502,"2017-04-11T17:54:47Z","Chinatown","http://mobile311.sfgov.org/reports/7033502/photos"
"2312",7033291,"2017-04-11T17:26:34Z","South of Market","http://mobile311.sfgov.org/reports/7033291/photos"
"2313",7033250,"2017-04-11T17:22:53Z","South of Market","http://mobile311.sfgov.org/reports/7033250/photos"
"2314",7032524,"2017-04-11T15:04:37Z","Castro","http://mobile311.sfgov.org/reports/7032524/photos"
"2315",7032363,"2017-04-11T14:03:04Z","Lower Nob Hill","http://mobile311.sfgov.org/reports/7032363/photos"
"2316",7032350,"2017-04-11T13:59:38Z","Mission","http://mobile311.sfgov.org/reports/7032350/photos"
"2317",7031925,"2017-04-11T02:08:51Z","South of Market","http://mobile311.sfgov.org/reports/7031925/photos"
"2318",7031785,"2017-04-11T00:57:36Z","Showplace Square","http://mobile311.sfgov.org/reports/7031785/photos"
"2319",7031624,"2017-04-10T23:52:43Z","Outer Sunset","http://mobile311.sfgov.org/reports/7031624/photos"
"2320",7030610,"2017-04-10T20:35:19Z","Mission","http://mobile311.sfgov.org/reports/7030610/photos"
"2321",7029902,"2017-04-10T18:18:13Z","Mission","http://mobile311.sfgov.org/reports/7029902/photos"
"2322",7029763,"2017-04-10T17:53:02Z","Bayview","http://mobile311.sfgov.org/reports/7029763/photos"
"2323",7027961,"2017-04-10T02:10:56Z","South of Market","http://mobile311.sfgov.org/reports/7027961/photos"
"2324",7027687,"2017-04-10T00:07:48Z","Showplace Square","http://mobile311.sfgov.org/reports/7027687/photos"
"2325",7027597,"2017-04-09T23:27:15Z","Mission","http://mobile311.sfgov.org/reports/7027597/photos"
"2326",7027551,"2017-04-09T23:13:00Z","South Beach","http://mobile311.sfgov.org/reports/7027551/photos"
"2327",7027543,"2017-04-09T23:07:46Z","South of Market","http://mobile311.sfgov.org/reports/7027543/photos"
"2328",7027539,"2017-04-09T23:06:39Z","Showplace Square","http://mobile311.sfgov.org/reports/7027539/photos"
"2329",7027187,"2017-04-09T20:47:36Z","South of Market","http://mobile311.sfgov.org/reports/7027187/photos"
"2330",7026791,"2017-04-09T18:04:29Z","Haight Ashbury","http://mobile311.sfgov.org/reports/7026791/photos"
"2331",7026742,"2017-04-09T17:42:27Z","Potrero Hill","http://mobile311.sfgov.org/reports/7026742/photos"
"2332",7026378,"2017-04-09T15:20:43Z","Marina","http://mobile311.sfgov.org/reports/7026378/photos"
"2333",7026376,"2017-04-09T15:19:53Z","Marina","http://mobile311.sfgov.org/reports/7026376/photos"
"2334",7025746,"2017-04-09T02:26:23Z","Haight Ashbury","http://mobile311.sfgov.org/reports/7025746/photos"
"2335",7024315,"2017-04-08T17:57:55Z","Corona Heights","http://mobile311.sfgov.org/reports/7024315/photos"
"2336",7024294,"2017-04-08T17:48:29Z","Lower Haight","http://mobile311.sfgov.org/reports/7024294/photos"
"2337",7023774,"2017-04-08T12:32:52Z","Outer Richmond","http://mobile311.sfgov.org/reports/7023774/photos"
"2338",7021594,"2017-04-07T19:23:23Z","South of Market","http://mobile311.sfgov.org/reports/7021594/photos"
"2339",7021537,"2017-04-07T19:12:05Z","South of Market","http://mobile311.sfgov.org/reports/7021537/photos"
"2340",7020441,"2017-04-07T16:20:24Z","Nob Hill","http://mobile311.sfgov.org/reports/7020441/photos"
"2341",7019918,"2017-04-07T14:48:24Z","Castro","http://mobile311.sfgov.org/reports/7019918/photos"
"2342",7019116,"2017-04-07T01:32:40Z","Panhandle","http://mobile311.sfgov.org/reports/7019116/photos"
"2343",7018474,"2017-04-06T22:30:33Z","Tenderloin","http://mobile311.sfgov.org/reports/7018474/photos"
"2344",7018269,"2017-04-06T21:49:52Z","Potrero Hill","http://mobile311.sfgov.org/reports/7018269/photos"
"2345",7017953,"2017-04-06T20:46:46Z","Haight Ashbury","http://mobile311.sfgov.org/reports/7017953/photos"
"2346",7017638,"2017-04-06T19:47:57Z","South of Market","http://mobile311.sfgov.org/reports/7017638/photos"
"2347",7017518,"2017-04-06T19:28:26Z","Outer Mission","http://mobile311.sfgov.org/reports/7017518/photos"
"2348",7017299,"2017-04-06T18:51:24Z","Civic Center","http://mobile311.sfgov.org/reports/7017299/photos"
"2349",7017153,"2017-04-06T18:18:16Z","South of Market","http://mobile311.sfgov.org/reports/7017153/photos"
"2350",7016458,"2017-04-06T16:23:20Z","Eureka Valley","http://mobile311.sfgov.org/reports/7016458/photos"
"2351",7015955,"2017-04-06T14:33:17Z","Cathedral Hill","http://mobile311.sfgov.org/reports/7015955/photos"
"2352",7014370,"2017-04-05T22:18:21Z","Bayview","http://mobile311.sfgov.org/reports/7014370/photos"
"2353",7013732,"2017-04-05T20:36:29Z","Rincon Hill","http://mobile311.sfgov.org/reports/7013732/photos"
"2354",7013277,"2017-04-05T19:18:15Z","Chinatown","http://mobile311.sfgov.org/reports/7013277/photos"
"2355",7012872,"2017-04-05T18:10:34Z","Outer Mission","http://mobile311.sfgov.org/reports/7012872/photos"
"2356",7012574,"2017-04-05T17:23:42Z","Chinatown","http://mobile311.sfgov.org/reports/7012574/photos"
"2357",7012471,"2017-04-05T17:08:31Z","Chinatown","http://mobile311.sfgov.org/reports/7012471/photos"
"2358",7012444,"2017-04-05T17:05:45Z","Pacific Heights","http://mobile311.sfgov.org/reports/7012444/photos"
"2359",7012399,"2017-04-05T17:01:19Z","Visitacion Valley","http://mobile311.sfgov.org/reports/7012399/photos"
"2360",7011982,"2017-04-05T16:07:48Z","Cayuga","http://mobile311.sfgov.org/reports/7011982/photos"
"2361",7011767,"2017-04-05T15:38:33Z","Excelsior","http://mobile311.sfgov.org/reports/7011767/photos"
"2362",7011701,"2017-04-05T15:26:23Z","Duboce Triangle","http://mobile311.sfgov.org/reports/7011701/photos"
"2363",7011667,"2017-04-05T15:19:31Z","Potrero Hill","http://mobile311.sfgov.org/reports/7011667/photos"
"2364",7011617,"2017-04-05T15:09:13Z","South of Market","http://mobile311.sfgov.org/reports/7011617/photos"
"2365",7011527,"2017-04-05T14:45:03Z","Mission Terrace","http://mobile311.sfgov.org/reports/7011527/photos"
"2366",7011435,"2017-04-05T14:11:05Z","Bernal Heights","http://mobile311.sfgov.org/reports/7011435/photos"
"2367",7010879,"2017-04-05T02:23:37Z","Lower Haight","http://mobile311.sfgov.org/reports/7010879/photos"
"2368",7010877,"2017-04-05T02:22:46Z","South Beach","http://mobile311.sfgov.org/reports/7010877/photos"
"2369",7010680,"2017-04-05T01:08:32Z","South of Market","http://mobile311.sfgov.org/reports/7010680/photos"
"2370",7009939,"2017-04-04T22:15:48Z","Dogpatch","http://mobile311.sfgov.org/reports/7009939/photos"
"2371",7009920,"2017-04-04T22:13:59Z","Tenderloin","http://mobile311.sfgov.org/reports/7009920/photos"
"2372",7009807,"2017-04-04T21:57:54Z","Eureka Valley","http://mobile311.sfgov.org/reports/7009807/photos"
"2373",7009674,"2017-04-04T21:32:57Z","Duboce Triangle","http://mobile311.sfgov.org/reports/7009674/photos"
"2374",7009544,"2017-04-04T21:07:47Z","Duboce Triangle","http://mobile311.sfgov.org/reports/7009544/photos"
"2375",7009450,"2017-04-04T20:49:56Z","Tenderloin","http://mobile311.sfgov.org/reports/7009450/photos"
"2376",7008845,"2017-04-04T19:13:18Z","Mission","http://mobile311.sfgov.org/reports/7008845/photos"
"2377",7008842,"2017-04-04T19:13:03Z","Mission","http://mobile311.sfgov.org/reports/7008842/photos"
"2378",7008694,"2017-04-04T18:47:12Z",NA,"http://mobile311.sfgov.org/reports/7008694/photos"
"2379",7008452,"2017-04-04T18:06:42Z","South of Market","http://mobile311.sfgov.org/reports/7008452/photos"
"2380",7008183,"2017-04-04T17:28:42Z","Chinatown","http://mobile311.sfgov.org/reports/7008183/photos"
"2381",7007979,"2017-04-04T17:04:24Z","Mission","http://mobile311.sfgov.org/reports/7007979/photos"
"2382",7007943,"2017-04-04T17:00:15Z","Eureka Valley","http://mobile311.sfgov.org/reports/7007943/photos"
"2383",7007478,"2017-04-04T16:01:56Z","Haight Ashbury","http://mobile311.sfgov.org/reports/7007478/photos"
"2384",7007354,"2017-04-04T15:45:38Z","Showplace Square","http://mobile311.sfgov.org/reports/7007354/photos"
"2385",7007032,"2017-04-04T14:27:25Z","Silver Terrace","http://mobile311.sfgov.org/reports/7007032/photos"
"2386",7006292,"2017-04-04T01:38:41Z","Western Addition","http://mobile311.sfgov.org/reports/7006292/photos"
"2387",7005679,"2017-04-03T22:42:00Z","Chinatown","http://mobile311.sfgov.org/reports/7005679/photos"
"2388",7005310,"2017-04-03T21:46:56Z","Cole Valley","http://mobile311.sfgov.org/reports/7005310/photos"
"2389",7004747,"2017-04-03T20:14:37Z","South of Market","http://mobile311.sfgov.org/reports/7004747/photos"
"2390",7004704,"2017-04-03T20:04:17Z","Mission","http://mobile311.sfgov.org/reports/7004704/photos"
"2391",7004495,"2017-04-03T19:28:07Z","Mission","http://mobile311.sfgov.org/reports/7004495/photos"
"2392",7004358,"2017-04-03T19:03:32Z","Hayes Valley","http://mobile311.sfgov.org/reports/7004358/photos"
"2393",7001505,"2017-04-02T22:35:18Z","Panhandle","http://mobile311.sfgov.org/reports/7001505/photos"
"2394",7001498,"2017-04-02T22:31:50Z","Panhandle","http://mobile311.sfgov.org/reports/7001498/photos"
"2395",7001466,"2017-04-02T22:16:48Z","Mission Terrace","http://mobile311.sfgov.org/reports/7001466/photos"
"2396",7001293,"2017-04-02T21:05:25Z","Polk Gulch","http://mobile311.sfgov.org/reports/7001293/photos"
"2397",7001245,"2017-04-02T20:51:38Z","South of Market","http://mobile311.sfgov.org/reports/7001245/photos"
"2398",7001223,"2017-04-02T20:41:42Z","South of Market","http://mobile311.sfgov.org/reports/7001223/photos"
"2399",7000933,"2017-04-02T19:08:04Z","Central Waterfront","http://mobile311.sfgov.org/reports/7000933/photos"
"2400",7000874,"2017-04-02T18:40:20Z","Duboce Triangle","http://mobile311.sfgov.org/reports/7000874/photos"
"2401",7000863,"2017-04-02T18:36:02Z","Duboce Triangle","http://mobile311.sfgov.org/reports/7000863/photos"
"2402",7000391,"2017-04-02T15:30:34Z","Cole Valley","http://mobile311.sfgov.org/reports/7000391/photos"
"2403",7000343,"2017-04-02T15:07:59Z","Outer Sunset","http://mobile311.sfgov.org/reports/7000343/photos"
"2404",6999338,"2017-04-01T23:01:45Z","South Beach","http://mobile311.sfgov.org/reports/6999338/photos"
"2405",6998456,"2017-04-01T18:20:18Z","Bernal Heights","http://mobile311.sfgov.org/reports/6998456/photos"
"2406",6998261,"2017-04-01T17:08:32Z","Potrero Hill","http://mobile311.sfgov.org/reports/6998261/photos"
"2407",6996952,"2017-03-31T23:50:28Z","Russian Hill","http://mobile311.sfgov.org/reports/6996952/photos"
"2408",6996377,"2017-03-31T21:48:43Z","Duboce Triangle","http://mobile311.sfgov.org/reports/6996377/photos"
"2409",6996336,"2017-03-31T21:41:43Z","Duboce Triangle","http://mobile311.sfgov.org/reports/6996336/photos"
"2410",6993281,"2017-03-30T23:10:06Z","Chinatown","http://mobile311.sfgov.org/reports/6993281/photos"
"2411",6993048,"2017-03-30T22:17:49Z","Chinatown","http://mobile311.sfgov.org/reports/6993048/photos"
"2412",6992855,"2017-03-30T21:35:58Z","South of Market","http://mobile311.sfgov.org/reports/6992855/photos"
"2413",6992477,"2017-03-30T20:12:57Z","South of Market","http://mobile311.sfgov.org/reports/6992477/photos"
"2414",6992147,"2017-03-30T18:55:02Z","Potrero Hill","http://mobile311.sfgov.org/reports/6992147/photos"
"2415",6991480,"2017-03-30T17:02:19Z","Lower Pacific Heights","http://mobile311.sfgov.org/reports/6991480/photos"
"2416",6989872,"2017-03-30T00:16:56Z","Union Street","http://mobile311.sfgov.org/reports/6989872/photos"
"2417",6988944,"2017-03-29T20:53:09Z","Mint Hill","http://mobile311.sfgov.org/reports/6988944/photos"
"2418",6987612,"2017-03-29T16:43:49Z","Mission","http://mobile311.sfgov.org/reports/6987612/photos"
"2419",6987371,"2017-03-29T16:09:58Z","Mission","http://mobile311.sfgov.org/reports/6987371/photos"
"2420",6987319,"2017-03-29T16:00:18Z","South of Market","http://mobile311.sfgov.org/reports/6987319/photos"
"2421",6987213,"2017-03-29T15:40:27Z","Panhandle","http://mobile311.sfgov.org/reports/6987213/photos"
"2422",6986946,"2017-03-29T14:29:05Z","Duboce Triangle","http://mobile311.sfgov.org/reports/6986946/photos"
"2423",6986268,"2017-03-29T01:31:49Z","Nob Hill","http://mobile311.sfgov.org/reports/6986268/photos"
"2424",6985819,"2017-03-28T23:20:19Z","Silver Terrace","http://mobile311.sfgov.org/reports/6985819/photos"
"2425",6985128,"2017-03-28T20:57:24Z","Mission","http://mobile311.sfgov.org/reports/6985128/photos"
"2426",6983673,"2017-03-28T17:05:33Z","Civic Center","http://mobile311.sfgov.org/reports/6983673/photos"
"2427",6983271,"2017-03-28T16:03:18Z","Inner Richmond","http://mobile311.sfgov.org/reports/6983271/photos"
"2428",6982975,"2017-03-28T15:12:19Z","Crocker Amazon","http://mobile311.sfgov.org/reports/6982975/photos"
"2429",6982236,"2017-03-28T02:06:41Z","Mission","http://mobile311.sfgov.org/reports/6982236/photos"
"2430",6982044,"2017-03-28T00:44:58Z","Outer Richmond","http://mobile311.sfgov.org/reports/6982044/photos"
"2431",6981894,"2017-03-28T00:02:41Z","South of Market","http://mobile311.sfgov.org/reports/6981894/photos"
"2432",6981682,"2017-03-27T23:15:49Z","Russian Hill","http://mobile311.sfgov.org/reports/6981682/photos"
"2433",6981592,"2017-03-27T22:58:00Z","Hayes Valley","http://mobile311.sfgov.org/reports/6981592/photos"
"2434",6980660,"2017-03-27T20:07:15Z","South of Market","http://mobile311.sfgov.org/reports/6980660/photos"
"2435",6979882,"2017-03-27T17:51:20Z","Hayes Valley","http://mobile311.sfgov.org/reports/6979882/photos"
"2436",6979105,"2017-03-27T15:36:54Z","Mission","http://mobile311.sfgov.org/reports/6979105/photos"
"2437",6978993,"2017-03-27T15:15:56Z","Haight Ashbury","http://mobile311.sfgov.org/reports/6978993/photos"
"2438",6978568,"2017-03-27T09:02:01Z","South of Market","http://mobile311.sfgov.org/reports/6978568/photos"
"2439",6978030,"2017-03-27T00:18:05Z","Central Waterfront","http://mobile311.sfgov.org/reports/6978030/photos"
"2440",6977990,"2017-03-27T00:01:05Z","Dolores Heights","http://mobile311.sfgov.org/reports/6977990/photos"
"2441",6977784,"2017-03-26T22:39:24Z","South of Market","http://mobile311.sfgov.org/reports/6977784/photos"
"2442",6977637,"2017-03-26T21:44:59Z","Dogpatch","http://mobile311.sfgov.org/reports/6977637/photos"
"2443",6977217,"2017-03-26T19:19:52Z","Showplace Square","http://mobile311.sfgov.org/reports/6977217/photos"
"2444",6977174,"2017-03-26T19:06:35Z","Mission","http://mobile311.sfgov.org/reports/6977174/photos"
"2445",6977028,"2017-03-26T18:06:10Z","Mission","http://mobile311.sfgov.org/reports/6977028/photos"
"2446",6976690,"2017-03-26T16:24:35Z","Lower Haight","http://mobile311.sfgov.org/reports/6976690/photos"
"2447",6976659,"2017-03-26T16:09:39Z","Mission","http://mobile311.sfgov.org/reports/6976659/photos"
"2448",6976644,"2017-03-26T16:01:34Z","Mission","http://mobile311.sfgov.org/reports/6976644/photos"
"2449",6976023,"2017-03-26T03:05:32Z","Potrero Hill","http://mobile311.sfgov.org/reports/6976023/photos"
"2450",6974657,"2017-03-25T18:20:46Z","South of Market","http://mobile311.sfgov.org/reports/6974657/photos"
"2451",6974501,"2017-03-25T17:24:54Z","Financial District","http://mobile311.sfgov.org/reports/6974501/photos"
"2452",6974087,"2017-03-25T13:33:03Z","Union Street","http://mobile311.sfgov.org/reports/6974087/photos"
"2453",6973381,"2017-03-25T00:50:56Z","Tenderloin","http://mobile311.sfgov.org/reports/6973381/photos"
"2454",6970309,"2017-03-24T06:10:13Z","South of Market","http://mobile311.sfgov.org/reports/6970309/photos"
"2455",6970138,"2017-03-24T03:27:55Z","Laguna Honda","http://mobile311.sfgov.org/reports/6970138/photos"
"2456",6968161,"2017-03-23T18:45:30Z","Castro","http://mobile311.sfgov.org/reports/6968161/photos"
"2457",6967841,"2017-03-23T17:48:09Z","Excelsior","http://mobile311.sfgov.org/reports/6967841/photos"
"2458",6967538,"2017-03-23T16:51:31Z","South of Market","http://mobile311.sfgov.org/reports/6967538/photos"
"2459",6967126,"2017-03-23T15:33:10Z","Inner Richmond","http://mobile311.sfgov.org/reports/6967126/photos"
"2460",6966983,"2017-03-23T14:56:02Z","Peralta Heights","http://mobile311.sfgov.org/reports/6966983/photos"
"2461",6966627,"2017-03-23T05:36:14Z","Downtown / Union Square","http://mobile311.sfgov.org/reports/6966627/photos"
"2462",6966293,"2017-03-23T01:39:59Z","Mission","http://mobile311.sfgov.org/reports/6966293/photos"
"2463",6964231,"2017-03-22T17:39:52Z","Showplace Square","http://mobile311.sfgov.org/reports/6964231/photos"
"2464",6964060,"2017-03-22T17:11:28Z","Holly Park","http://mobile311.sfgov.org/reports/6964060/photos"
"2465",6963770,"2017-03-22T16:12:38Z","Dolores Heights","http://mobile311.sfgov.org/reports/6963770/photos"
"2466",6963729,"2017-03-22T16:06:07Z","Excelsior","http://mobile311.sfgov.org/reports/6963729/photos"
"2467",6963653,"2017-03-22T15:46:24Z","Bayview","http://mobile311.sfgov.org/reports/6963653/photos"
"2468",6961536,"2017-03-21T21:31:01Z","Mission","http://mobile311.sfgov.org/reports/6961536/photos"
"2469",6961081,"2017-03-21T20:14:16Z","South of Market","http://mobile311.sfgov.org/reports/6961081/photos"
"2470",6960746,"2017-03-21T19:14:51Z","South of Market","http://mobile311.sfgov.org/reports/6960746/photos"
"2471",6959515,"2017-03-21T15:43:35Z","Central Waterfront","http://mobile311.sfgov.org/reports/6959515/photos"
"2472",6958635,"2017-03-21T00:30:48Z","Cayuga","http://mobile311.sfgov.org/reports/6958635/photos"
"2473",6957110,"2017-03-20T18:52:24Z","South of Market","http://mobile311.sfgov.org/reports/6957110/photos"
"2474",6955946,"2017-03-20T15:43:07Z","Castro","http://mobile311.sfgov.org/reports/6955946/photos"
